firstNames,familyName,program,id,idString,password,username,isTeacher,isAdmin,isStudent
Thérese Nasteeho Joséphine,Karras,POH,48247,utu:48247,tk1234,thnajo,0,0,1
Jedidja Anakin,Vainikkala,FYS3,48252,utu:48252,jv1234,jeanva,0,0,1
Elliroosa Iona Ritja,Takkunen,SUO2,48262,utu:48262,et1234,eliori,0,0,1
Ykä Zaki,Kurisjärvi,SUO4,48270,utu:48270,yk1234,ykzaku,0,0,1
Castiel,Mannisto,TAL,48274,utu:48274,cm1234,camann,0,0,1
Dila Hanna-Lea,Weijola,FOL2,48277,utu:48277,dw1234,dihale,0,0,1
Iida-Ilona Sannaleena,Pylväinen,ESP,48287,utu:48287,ip1234,iiilsa,0,0,1
Viesti Wayne Maurits,von Plato,TIE5,48293,utu:48293,vv1234,viwama,0,0,1
Aleksia Abdulqadir Deqa,Memonen,TIE2,48300,utu:48300,am1234,alabde,0,0,1
Nuka Miili Ilma,Seppä-Murto,SOS4,48307,utu:48307,ns1234,numiil,0,0,1
Constanza Jaana-Kaarina,Arra,TAL,48309,utu:48309,ca1234,cojaka,0,0,1
Eveliina Alfia Leonarda,Jukakoski,LUO2,48317,utu:48317,ej1234,evalle,0,0,1
Mirabelle Oma Riana,Andreev,ARK,48324,utu:48324,ma1234,miomri,0,0,1
Mooses Kwok Late,Suutela,FYS,48328,utu:48328,ms1234,mokwla,0,0,1
Peppi-Maria Kertu,Inkinen,TIE7,48330,utu:48330,pi1234,pemake,0,0,1
Vanja Daahir Solbritt,Hansén,FYS2,48335,utu:48335,vh1234,vadaso,0,0,1
Topi-Antti Ekko,Korkia-Aho,KAU,48343,utu:48343,tk1234,toanek,0,0,1
Onur,Kangastupa,USK,48346,utu:48346,ok1234,onkang,0,0,1
Riti,Riittinen,LUO,48349,utu:48349,rr1234,ririit,0,0,1
Asif Martha,Tucker,KAU4,48353,utu:48353,at1234,asmatu,0,0,1
Lahoucine Abdullah Janiv,Soidinniemi,KAN2,48360,utu:48360,ls1234,laabja,0,0,1
Elenoora Rim Ksenia,Korko,KLA,48365,utu:48365,ek1234,elriks,0,0,1
Musa Kauno Anrei,Röblom,FOL,48371,utu:48371,mr1234,mukaan,0,0,1
Katri-Susanna,Rinta-Kyttä,MAA2,48373,utu:48373,kr1234,kasuri,0,0,1
Yan Eino-Ville,Sulinko,MOL3,48378,utu:48378,ys1234,yaeivi,0,0,1
Nigel,Xu,MED,48385,utu:48385,nx1234,nigexu,0,0,1
Virpi-Marja,Viberg,FOL2,48395,utu:48395,vv1234,vimavi,0,0,1
Alam,Kurkilahti,MAR2,48405,utu:48405,ak1234,alkurk,0,0,1
Arcturus Alden,Lonnakko,KRE,48409,utu:48409,al1234,arallo,0,0,1
Mumin Talaat,Avikainen,TER2,48414,utu:48414,ma1234,mutaav,0,0,1
Oceane Abdulkarim Kesä,Uusoksa,OIK,48419,utu:48419,ou1234,ocabke,0,0,1
Saini Eeva-Karoliina,Vahvelainen,OHJ,48426,utu:48426,sv1234,saeeka,0,0,1
Yusupha Hamilton Basita,Kiiala,MAS,48428,utu:48428,yk1234,yuhaba,0,0,1
Uuras Tintti Maxime,Toukolehto,MAA,48436,utu:48436,ut1234,uutima,0,0,1
Lotta-Maaria Rihaam,Kutvonen,MOL3,48439,utu:48439,lk1234,lomark,0,0,1
Dage Maario Ninos,Räntilä,GEO2,48442,utu:48442,dr1234,damani,0,0,1
Alexandre Sylvain Gentian,Kirveskari,MAR2,48452,utu:48452,ak1234,alsyge,0,0,1
Liljen Maija-Reeta,Laikari,MED2,48453,utu:48453,ll1234,limarl,0,0,1
Mikaela,Hetta,TIE7,48458,utu:48458,mh1234,mihett,0,0,1
Brooklyn Sol Arbnor,Rokkanen,FYS,48464,utu:48464,br1234,brsoar,0,0,1
Graziella Amada Julia,Waissi,HAM,48471,utu:48471,gw1234,gramju,0,0,1
Eleni,Kättö,TIE,48478,utu:48478,ek1234,elektt,0,0,1
Nicolò Valde Kide,Fingerroos,SOS4,48480,utu:48480,nf1234,nivaki,0,0,1
Ferid,Uusiheimala,MED,48490,utu:48490,fu1234,feuusi,0,0,1
Ralf-Erik,Dahlin,SOS3,48492,utu:48492,rd1234,raerda,0,0,1
Nathanael Iraj Iggy,Kettula-Pihlaja,TER2,48499,utu:48499,nk1234,nairig,0,0,1
Kari-Veikko Lauripekka,Apuli,KAN2,48503,utu:48503,ka1234,kavela,0,0,1
Gloria Anni-Inkeri,Sotikoff,BIO4,48510,utu:48510,gs1234,glanin,0,0,1
Mikontytär Lucille Marianneli,Petro,JOH2,48515,utu:48515,mp1234,miluma,0,0,1
Shakeel Ayhan Georgi,Haapiainen,KIE2,48520,utu:48520,sh1234,shayge,0,0,1
Yen Vivian Esraa,Ahanen,MOL,48523,utu:48523,ya1234,yevies,0,0,1
Marques Kaij,Ruuhilahti,LUO,48531,utu:48531,mr1234,makaru,0,0,1
Haidar Dareia Külli,Arfman,SUO3,48540,utu:48540,ha1234,hadakl,0,0,1
Signhild,Ahdesmäki,KOT,48545,utu:48545,sa1234,siahde,0,0,1
Tamir Claës Hannibal,Filippova,TEO,48554,utu:48554,tf1234,taclha,0,0,1
Timppa Cem Kian,Guled,MON,48558,utu:48558,tg1234,ticeki,0,0,1
Riku-Matti Lorent,Nurmiainen,TER2,48567,utu:48567,rn1234,rimalo,0,0,1
Ronja Aïda Penni,Suonsyrjä,GEO,48575,utu:48575,rs1234,roadpe,0,0,1
Armani,Joutsijoki,BIO2,48578,utu:48578,aj1234,arjout,0,0,1
Cristin Tertit Nesrine,Puhalainen,KAS2,48588,utu:48588,cp1234,crtene,0,0,1
Cruz Miia-Liisa,Haapola,LAS,48593,utu:48593,ch1234,crmili,0,0,1
Grazyna Cerys Sirad,Salopuro,MOL,48600,utu:48600,gs1234,grcesi,0,0,1
Valmari Clement,Kajaan,LAS2,48605,utu:48605,vk1234,vaclka,0,0,1
Su Huu,Michel,FYS2,48613,utu:48613,sm1234,suhumi,0,0,1
Heli-Susanna Rosemarie,Pakula,KIE2,48617,utu:48617,hp1234,hesuro,0,0,1
Janira Elisavet Samsam,Shnoro,SOS4,48620,utu:48620,js1234,jaelsa,0,0,1
Jaafar,Hollman,FYS,48621,utu:48621,jh1234,jaholl,0,0,1
Kim-Mikael Aton,Ahvensalmi,LAT,48622,utu:48622,ka1234,kimiat,0,0,1
Sona Sirkka-Lisa,Xu,KAU5,48630,utu:48630,sx1234,sosili,0,0,1
Zlatan Kristoff,Muinonen,POL2,48640,utu:48640,zm1234,zlkrmu,0,0,1
Jahvet,Ylipekka,KAU,48645,utu:48645,jy1234,jaylip,0,0,1
Satumaija,Sederström,FYS,48648,utu:48648,ss1234,sasede,0,0,1
Fowzia Anselmiina,Uusimaa,ITA,48651,utu:48651,fu1234,foanuu,0,0,1
Leonoora Tahera Kuunsäde,Kietz,KAS2,48655,utu:48655,lk1234,letaku,0,0,1
Paavo-Petteri Harun,Robertsson,KOU,48664,utu:48664,pr1234,papeha,0,0,1
Feeliks Karrar Hiep,Sundblad,TER,48674,utu:48674,fs1234,fekahi,0,0,1
Sanfrid,Vaaranto,KUL,48683,utu:48683,sv1234,sanvaa,0,0,1
Sylvester Feelia Kismet,Padinki,SAK,48690,utu:48690,sp1234,syfeki,0,0,1
Mikla,Veintie,YLE,48693,utu:48693,mv1234,mivein,0,0,1
Joose Julia Simuna,Silla,BIO4,48694,utu:48694,js1234,jojusi,0,0,1
Pasinpoika Salama,Teiksala,LAS2,48704,utu:48704,pt1234,pasate,0,0,1
Katelyn Emmakaisa Ronda,Ruopio,SOS,48711,utu:48711,kr1234,kaemro,0,0,1
Mickaël,Toijanniemi,LAS3,48715,utu:48715,mt1234,mitoij,0,0,1
Anssi-Petteri Rodolphe,Kaprio,ARK2,48718,utu:48718,ak1234,anpero,0,0,1
Juhamatti Urmas Nikolai,Lodenius,SUO2,48720,utu:48720,jl1234,juurni,0,0,1
Aliisa Vasiljevna Janira,Lainela,TOI,48721,utu:48721,al1234,alvaja,0,0,1
Kirsten Frida-Maria,Lentonen,YLE2,48722,utu:48722,kl1234,kifrma,0,0,1
Edvart,Salmirinne,KEM2,48728,utu:48728,es1234,edsalm,0,0,1
Damita,Lahdensuo,LAS,48734,utu:48734,dl1234,dalahd,0,0,1
Annia Soile-Maria,Siponmaa,TIE,48737,utu:48737,as1234,ansoma,0,0,1
Abdiqafar Cem Repo,Wärme,KOT,48739,utu:48739,aw1234,abcere,0,0,1
Joonis Carl-Eric,Kimmo,KIR,48742,utu:48742,jk1234,jocaer,0,0,1
Laban Ari-Mikko,Kivinummi,YRI,48743,utu:48743,lk1234,laarmi,0,0,1
Liisu Elahe Sannu,Vanha-Similä,LAT,48748,utu:48748,lv1234,lielsa,0,0,1
Byron Yannis Vilpas,Pohtio,LAT,48751,utu:48751,bp1234,byyavi,0,0,1
Onni-Juhani,Saravesi,KLA,48755,utu:48755,os1234,onjusa,0,0,1
Svitlana,Mäki-Laurila,MAA,48760,utu:48760,sm1234,svmki ,0,0,1
Thore Waleed Isko,Brännström,SAK,48761,utu:48761,tb1234,thwais,0,0,1
Do Hatem Carlo,Keihäskoski,TOI,48771,utu:48771,dk1234,dohaca,0,0,1
Päivi-Maarit Ihana,Storkamp,MAT2,48781,utu:48781,ps1234,pimaih,0,0,1
Josiah,Kälviä,KAS,48784,utu:48784,jk1234,joklvi,0,0,1
Fazal Aldur Ermal,Merikari,TAL,48793,utu:48793,fm1234,faaler,0,0,1
Vikke Wen Feodor,Metsokumpu,MED2,48795,utu:48795,vm1234,viwefe,0,0,1
Senja-Riitta Wanjiru,Tiger,TAI,48804,utu:48804,st1234,seriwa,0,0,1
Filippos,Thomsen,SUO3,48811,utu:48811,ft1234,fithom,0,0,1
Mirel Birgetta Arjaleena,Rapala,TAL4,48816,utu:48816,mr1234,mibiar,0,0,1
Maijaliisa Iselin,Sumentola,GEO2,48820,utu:48820,ms1234,maissu,0,0,1
Martinsdotter Nadira Dorothea,Jäske,MON,48822,utu:48822,mj1234,manado,0,0,1
Ramiar Sen Dawood,Kaanela,TAL3,48827,utu:48827,rk1234,raseda,0,0,1
Stuart,Taubert,LAS,48833,utu:48833,st1234,sttaub,0,0,1
Doreen Muriel Melinda,Kiimalainen,YMP,48841,utu:48841,dk1234,domume,0,0,1
Omid Aake Madis,Hatakka,FYS3,48847,utu:48847,oh1234,omaama,0,0,1
Intissar Annett Fatma,Felixson,KAS2,48857,utu:48857,if1234,inanfa,0,0,1
Hanna-Katri Anneliisa,Matinlauri,KAU2,48861,utu:48861,hm1234,hakaan,0,0,1
Jari-Tapani Tommy,Tyynelä,YLE2,48869,utu:48869,jt1234,jatato,0,0,1
Daahir Rabab Tiija,Juurikkala,TIE2,48875,utu:48875,dj1234,darati,0,0,1
Bosson,Kalajo,TAL4,48877,utu:48877,bk1234,bokala,0,0,1
Yaro,Heliövaara,SOS3,48887,utu:48887,yh1234,yaheli,0,0,1
Jennyfer Jannice Annamaaria,Tuomikko,VAL,48892,utu:48892,jt1234,jejaan,0,0,1
Tanita,Yli-Talonen,ENG,48901,utu:48901,ty1234,tayli ,0,0,1
Seveliina Kaukontytär Daisy,Tappura,TIE4,48904,utu:48904,st1234,sekada,0,0,1
Claudiu Knut Eyvind,Mäenalanen,NAI,48912,utu:48912,cm1234,clkney,0,0,1
Hajnalka Natja,Ylivinkka,JOH,48915,utu:48915,hy1234,hanayl,0,0,1
Jeter,Ritalahti,MON,48917,utu:48917,jr1234,jerita,0,0,1
Nelmiina Concepcion Aferdita,Kaatiala,YRI2,48923,utu:48923,nk1234,necoaf,0,0,1
Lona Sannika Minnantytär,Vesanto,POL3,48925,utu:48925,lv1234,losami,0,0,1
Jessenpoika Jeetu,Lodman,BIO4,48926,utu:48926,jl1234,jejelo,0,0,1
Nikolaevna Inese Sivan,Hirvikallio,TAI,48929,utu:48929,nh1234,niinsi,0,0,1
Eija-Riitta Java,Metsoila,NAI,48932,utu:48932,em1234,eirija,0,0,1
Tiina-Marja Göthild,Paunuvuori,FYS3,48938,utu:48938,tp1234,timagt,0,0,1
Salaado Reija-Riitta,Nikki,TEK,48942,utu:48942,sn1234,sareri,0,0,1
Rita-Maria Sulina,Lettojärvi,MAR2,48944,utu:48944,rl1234,rimasu,0,0,1
Carsten Allal,Reiniharju,TUR,48949,utu:48949,cr1234,caalre,0,0,1
Zita,Utti,POL2,48958,utu:48958,zu1234,ziutti,0,0,1
Mirita,Vaarasuo,ARK,48968,utu:48968,mv1234,mivaar,0,0,1
Taavi,Hodzic,INT,48977,utu:48977,th1234,tahodz,0,0,1
Roshan Ora Monty,Grönvall,GEO2,48982,utu:48982,rg1234,roormo,0,0,1
Ainhoa Gullborg Sumaya,Ramm-Schmidt,KOU,48990,utu:48990,ar1234,aigusu,0,0,1
Päivi-Maarit Sofina,Roiko,KOU,48999,utu:48999,pr1234,pimaso,0,0,1
Baraa Helmi-Sisko,Honkaperä,ELI,49002,utu:49002,bh1234,bahesi,0,0,1
Keung,Joenkoski,MAS,49008,utu:49008,kj1234,kejoen,0,0,1
Satu-Minna Halime,Pekari,ELI,49013,utu:49013,sp1234,samiha,0,0,1
Roya,Thorman,MOL3,49022,utu:49022,rt1234,rothor,0,0,1
Hannibal Kurt-Olof,Nupponen,GEO2,49030,utu:49030,hn1234,hakuol,0,0,1
Jenna-Liisa,Välipirtti,TEO,49034,utu:49034,jv1234,jelivl,0,0,1
Spiros Isac José,Ahtiala,TIE7,49038,utu:49038,sa1234,spisjo,0,0,1
Doan Wade Era,Helkala,ELI,49041,utu:49041,dh1234,dowaer,0,0,1
Minttu-Mari Manal,Kelho,SUO,49047,utu:49047,mk1234,mimamk,0,0,1
Teutori Svjatoslav Mikolas,Rauvala,USK,49049,utu:49049,tr1234,tesvmi,0,0,1
Minna-Kaisa Oodi,Kosela,BIO6,49051,utu:49051,mk1234,mikaoo,0,0,1
Maitham Joni-Santeri,Soramies,YMP,49054,utu:49054,ms1234,majosa,0,0,1
Yuk Marja-Helena,Långstedt,INT,49064,utu:49064,yl1234,yumahe,0,0,1
Severin Kurt-Erik,Lahtivesi,TIL,49071,utu:49071,sl1234,sekuer,0,0,1
Zahra,Lall,LAS3,49080,utu:49080,zl1234,zalall,0,0,1
Georgi,Johnson,LAS2,49090,utu:49090,gj1234,gejohn,0,0,1
Anjatta Viveca Päivintytär,Nordquist,ITA,49091,utu:49091,an1234,anvipi,0,0,1
Tindra Laila Pirjo,Ala-Röyskö,KAS5,49094,utu:49094,ta1234,tilapi,0,0,1
Simo-Pekka Juuhan,Latva-Kyyny,PSY,49096,utu:49096,sl1234,sipeju,0,0,1
Onnimanni Wiggo,Särkiö,OIK,49103,utu:49103,os1234,onwisr,0,0,1
Eeva-Stiina,Dahlbo,KAS4,49110,utu:49110,ed1234,eestda,0,0,1
Arianna,Ahmeti,FYS4,49120,utu:49120,aa1234,arahme,0,0,1
Nils-Ole Filippo,Kyyhkynen,TIE4,49122,utu:49122,nk1234,niolfi,0,0,1
Outi-Maaria Helga,Lundsten,KAU5,49123,utu:49123,ol1234,oumahe,0,0,1
Syeda Tuva Viyan,Alapelto,BIO4,49133,utu:49133,sa1234,sytuvi,0,0,1
Rami-Petteri Randy,Kylli,KAN,49138,utu:49138,rk1234,rapera,0,0,1
Pixie,Foley,TOI,49145,utu:49145,pf1234,pifole,0,0,1
Jere-Kristian Zacharia,Kiviholma,ESP,49154,utu:49154,jk1234,jekrza,0,0,1
Meeria Star Leonidovna,Jousimaa,KOU,49157,utu:49157,mj1234,mestle,0,0,1
Ayman Annareeta Aiyana,Lotila,MAA2,49163,utu:49163,al1234,ayanai,0,0,1
Topintytär,Uusi-Kouvo,YMP,49171,utu:49171,tu1234,touusi,0,0,1
Nghi Mirta,Saarnilehto,FOL,49175,utu:49175,ns1234,ngmisa,0,0,1
Marén Kuu Sona,Aulamo,TIE6,49182,utu:49182,ma1234,makuso,0,0,1
Anseli Neta Liz,Edfelt,FYS2,49190,utu:49190,ae1234,anneli,0,0,1
Anne-Marjaana Indi,Marttila-Tornio,MUS,49196,utu:49196,am1234,anmain,0,0,1
Jari-Mikko,Happonen,ARK,49204,utu:49204,jh1234,jamikh,0,0,1
Akam Arviid,Teder,MUS,49208,utu:49208,at1234,akarte,0,0,1
Lillan Alevtina Jessa,Hamberg,MAT,49218,utu:49218,lh1234,lialje,0,0,1
Bakhtiar Chukwuemeka Nadir,Ollikainen,KRE,49219,utu:49219,bo1234,bachna,0,0,1
Oras Ziya Vesper,Mäentakanen,KUL2,49221,utu:49221,om1234,orzive,0,0,1
Sari-Liisa Shohreh,Orsila,POL3,49225,utu:49225,so1234,salish,0,0,1
Merri Caesar Riadh,Kaarivaara,FOL2,49226,utu:49226,mk1234,mecari,0,0,1
Rogersdotter Lise-Maj,Mähkä,FIL,49236,utu:49236,rm1234,rolimm,0,0,1
Feelis Lenna,Tähti,LUO2,49244,utu:49244,ft1234,feleth,0,0,1
Ellan Anatolievna Majlis,Topio,TIE3,49253,utu:49253,et1234,elanma,0,0,1
Robertsson,Paattakainen,POH,49261,utu:49261,rp1234,ropaat,0,0,1
Asseevi Hanneksenpoika,Jouttela,TAL2,49270,utu:49270,aj1234,ashajo,0,0,1
Marlon Jarne Obadias,Rönnholm,SOS4,49274,utu:49274,mr1234,majaob,0,0,1
Saaka Annevi Prisca,Kuivanen,FYS4,49281,utu:49281,sk1234,saanpr,0,0,1
Edla Linéa Cecilia,Mälkönen,TIE4,49290,utu:49290,em1234,edlice,0,0,1
Karl-Ole Faustin,Vikman,POL,49292,utu:49292,kv1234,kaolfa,0,0,1
Mariga,Karikorpi,MUS,49296,utu:49296,mk1234,makari,0,0,1
Puro,Brax,YLE2,49301,utu:49301,pb1234,pubrax,0,0,1
Jonah,Lervik,MAT,49311,utu:49311,jl1234,jolerv,0,0,1
Hellen Diep Terézia,Kokkonen,NAI,49318,utu:49318,hk1234,hedite,0,0,1
Armida Jelena Kaariina,Kartaslammi,FYS2,49322,utu:49322,ak1234,arjeka,0,0,1
Vilma-Liisa Marjami,Thomasson,KRE,49327,utu:49327,vt1234,vilimt,0,0,1
Miitri Yair Jaaro,Vesterlund,FYS2,49329,utu:49329,mv1234,miyaja,0,0,1
Mino Juha-Markus,Kuneinen,KOU,49330,utu:49330,mk1234,mijuma,0,0,1
Ulric Trevor Omid,Mäki-Soini,FYS3,49333,utu:49333,um1234,ultrom,0,0,1
Aino-Maaria,Soila,MAA2,49334,utu:49334,as1234,aimaso,0,0,1
Aelita,Tarna,YRI2,49342,utu:49342,at1234,aetarn,0,0,1
Kasmiira Zenita,Jukko,FIL,49344,utu:49344,kj1234,kazeju,0,0,1
Naimo Pisara Auringonkukka,Korpimäki,TIE5,49348,utu:49348,nk1234,napiau,0,0,1
Adwoa Urszula,Yrjönheikki,BIO5,49355,utu:49355,ay1234,aduryr,0,0,1
Arpad Etvi,Hultgren,FYS3,49365,utu:49365,ah1234,arethu,0,0,1
Sanna-Susanna Ullrika,Kaulio,GEO,49374,utu:49374,sk1234,sasuul,0,0,1
Angeliqa Doan Nasro,Havila,POL3,49379,utu:49379,ah1234,andona,0,0,1
Wiking Late,Norrholm,VEN,49389,utu:49389,wn1234,wilano,0,0,1
Nina-Johanna Dora,Verno,FYS3,49397,utu:49397,nv1234,nijodo,0,0,1
A. József Rocco,Polamo,POL2,49406,utu:49406,ap1234,a.jzro,0,0,1
Kyle Elis Osei,Arpala,KAU2,49407,utu:49407,ka1234,kyelos,0,0,1
Gerda Runa Mindy,Tuhkunen,EKO,49417,utu:49417,gt1234,gerumi,0,0,1
Villjam Levis Maqsood,Kituniemi,MED2,49422,utu:49422,vk1234,vilema,0,0,1
Marjeli Halala Yaseen,Tikkalahti,MED,49425,utu:49425,mt1234,mahaya,0,0,1
Kalev Oki,Ruusiala,USK,49428,utu:49428,kr1234,kaokru,0,0,1
Abdiaziz Sirwan,Tandefelt,KAU2,49438,utu:49438,at1234,absita,0,0,1
Hanns Ammar Anon,Vieraankivi,ARK,49448,utu:49448,hv1234,haaman,0,0,1
Sylvester Vlada Shiri,Hosike,EKO,49453,utu:49453,sh1234,syvlsh,0,0,1
Heidemarie Devina Leonita,Pääskyvuori,SOS2,49459,utu:49459,hp1234,hedele,0,0,1
Qassim Henrick Ciro,Pylvinen,GEO2,49462,utu:49462,qp1234,qaheci,0,0,1
Yaqub Miron Jaroslav,Huldin,FIL,49464,utu:49464,yh1234,yamija,0,0,1
Akseliina Abdirisak Tijana,Hellroos,KOU,49474,utu:49474,ah1234,akabti,0,0,1
Pia-Mari Lee,Kitula,BIO3,49475,utu:49475,pk1234,pimale,0,0,1
Albulena Kardelen Léonie,Sornikoski,TIE2,49478,utu:49478,as1234,alkalo,0,0,1
Nilla Ray Zahid,Smajli,SOS3,49479,utu:49479,ns1234,niraza,0,0,1
Kristen Nana Atieno,Routakangas,POL,49484,utu:49484,kr1234,krnaat,0,0,1
Rudi,Valtamo,EKO,49490,utu:49490,rv1234,ruvalt,0,0,1
Cheng Yaser Leija,Kollin,KEM2,49493,utu:49493,ck1234,chyale,0,0,1
Zurab,Mäkihonko,SUO4,49494,utu:49494,zm1234,zumkih,0,0,1
Téo,Salpakoski,NAI,49499,utu:49499,ts1234,tosalp,0,0,1
Eetu-Petteri Isam,Halkilahti,VEN,49504,utu:49504,eh1234,eepeis,0,0,1
Okke Arviiti Teiko,Lehtivuori,ESP,49507,utu:49507,ol1234,okarte,0,0,1
Ting Karl,Noor,MAA2,49512,utu:49512,tn1234,tikano,0,0,1
Villenpoika,Melender,FYS2,49519,utu:49519,vm1234,vimele,0,0,1
Sari-Liisa Angéle,Kaariaho,KAS3,49524,utu:49524,sk1234,salian,0,0,1
Lavinia Soli Camomilla,Haaksiluoto,TAI,49527,utu:49527,lh1234,lasoca,0,0,1
Peippo Ari-Jukka,Raunioniemi,MAA,49528,utu:49528,pr1234,pearjr,0,0,1
Hanne-Maarit Hayat,Alakylä,KEM,49537,utu:49537,ha1234,hamaha,0,0,1
Saleem Carl-Johan,Pellilä,KUL2,49540,utu:49540,sp1234,sacajo,0,0,1
Laili,Kellokoski,MAR2,49546,utu:49546,lk1234,lakell,0,0,1
Pirgitta,Nättiaho,YLE,49553,utu:49553,pn1234,pintti,0,0,1
Åkesson Avram Tapio,Nordblad,KLA,49556,utu:49556,ån1234,keavta,0,0,1
Sanna Thérése Hetta,Malmi,USK,49562,utu:49562,sm1234,sathhe,0,0,1
Indiana Ilya Jusef,Varvemaa,KAU2,49563,utu:49563,iv1234,inilju,0,0,1
Osama Endre Hassel,Käldman,SOS2,49571,utu:49571,ok1234,osenha,0,0,1
Urpo Augustine Lex,Muuttoranta,TUR,49579,utu:49579,um1234,uraule,0,0,1
Maine Michel,Bucht,KAU3,49582,utu:49582,mb1234,mamibu,0,0,1
Herman Kemo,Kirvesniemi,SUO3,49586,utu:49586,hk1234,hekeki,0,0,1
Mahamed Hind,Vilkuna,KAS5,49588,utu:49588,mv1234,mahivi,0,0,1
Towa Natasja,Hansson,GEO2,49591,utu:49591,th1234,tonaha,0,0,1
Borhan Kaj-Christian,Hossa,BIO2,49595,utu:49595,bh1234,bokach,0,0,1
Miski Saha Barbara,Viksten,KAS3,49605,utu:49605,mv1234,misaba,0,0,1
Asterix Timotheus Atakan,Ba,KIE2,49613,utu:49613,ab1234,astiat,0,0,1
Mir Juha-Markku,Salakari,TIE2,49614,utu:49614,ms1234,mijums,0,0,1
Hannelore,Kaaja,MAR,49624,utu:49624,hk1234,hakaaj,0,0,1
Sauli Jahvet Khattab,Seppelvirta,SOS2,49628,utu:49628,ss1234,sajakh,0,0,1
Nils-Emil Joonia,Borman,KAU4,49636,utu:49636,nb1234,niemjo,0,0,1
Riikka-Johanna Aïda,Pälvi,TIE2,49637,utu:49637,rp1234,rijoad,0,0,1
Amporn Bertina Joaniina,Hummastenniemi,INT,49643,utu:49643,ah1234,ambejo,0,0,1
Mary-Ann,Vaskimo,TIE,49650,utu:49650,mv1234,maanva,0,0,1
Joni-Oskari,Messala,KLA,49651,utu:49651,jm1234,joosme,0,0,1
Fay Ellamari Helen,Hevonoja,SUO4,49652,utu:49652,fh1234,faelhe,0,0,1
Mikla Torsten Sturle,Långsjö,ARK,49658,utu:49658,ml1234,mitost,0,0,1
Samuele Esra Mati,Rapakko,FOL,49668,utu:49668,sr1234,saesma,0,0,1
Neria Nhi Emilla,Erkko,KAS3,49670,utu:49670,ne1234,nenhem,0,0,1
Ahmed-Nur Eliseba,Hakavuori,SUO4,49677,utu:49677,ah1234,ahnuel,0,0,1
Solmaz Yuna Sudarat,Helen,BIO,49683,utu:49683,sh1234,soyusu,0,0,1
Iselinn Nuppu Emilyn,Yrjälä,KAS2,49686,utu:49686,iy1234,isnuem,0,0,1
Otteljaana Nancy,Mannfolk,KAU5,49696,utu:49696,om1234,otnama,0,0,1
Mae Noora Kristal,Santalahti,KAN2,49700,utu:49700,ms1234,manokr,0,0,1
Mia-Maija Adina,Linnola,KAU3,49710,utu:49710,ml1234,mimaad,0,0,1
Yessica Lilja-Sofia,Saarivainio,FYS3,49719,utu:49719,ys1234,yeliso,0,0,1
Jiska Kaito Niikko,Niinikangas,SUO4,49720,utu:49720,jn1234,jikani,0,0,1
Helmiida Amin Sarai,Kanon,GEO,49730,utu:49730,hk1234,heamsa,0,0,1
Fredriikka Heini-Maria,Sevelius,TIE2,49732,utu:49732,fs1234,frhema,0,0,1
Frid Janne-Kristian,Korpinen,SOS4,49739,utu:49739,fk1234,frjakr,0,0,1
Taru-Maaria Lin,Ahmed,ELI,49746,utu:49746,ta1234,tamali,0,0,1
Mauri-Antero,Ylipieti,BIO6,49749,utu:49749,my1234,maanyl,0,0,1
Pellava Leonor Alide,Lihr,SAK,49750,utu:49750,pl1234,peleal,0,0,1
Ofek,Kotomäki,POL2,49758,utu:49758,ok1234,ofkoto,0,0,1
Jarla Piiu,Muotio,MON,49763,utu:49763,jm1234,japiim,0,0,1
Tan Maunus,Autti,MAA2,49768,utu:49768,ta1234,tamaau,0,0,1
Warsame Furqan,Rosengrén,BIO5,49769,utu:49769,wr1234,wafuro,0,0,1
Nevin,Vuorinen,LUO2,49775,utu:49775,nv1234,nevuor,0,0,1
Soili-Marja Hilka,Karti,FOL2,49781,utu:49781,sk1234,somahi,0,0,1
Zeke,Iilomo,TAL2,49787,utu:49787,zi1234,zeiilo,0,0,1
Konni Nate,Pietinhuhta,VAL,49797,utu:49797,kp1234,konapi,0,0,1
Pälvi Pirke Elvine,Hyrsylä,MOL2,49803,utu:49803,ph1234,plpiel,0,0,1
Winston Rabi Cemil,Peni,YLE2,49811,utu:49811,wp1234,wirace,0,0,1
Ilari Aster Meike,Kalkkinen,TEO,49815,utu:49815,ik1234,ilasme,0,0,1
Joni-Juhani,Apila,LAS,49821,utu:49821,ja1234,jojuap,0,0,1
Zenita,Bunda,ESP,49830,utu:49830,zb1234,zebund,0,0,1
Tomi-Petri,Alkki,KEM,49836,utu:49836,ta1234,topeta,0,0,1
Mizgin Christel,Mäntyjärvi,FOL2,49839,utu:49839,mm1234,michmn,0,0,1
Heikintytär,Romberg,TIE3,49843,utu:49843,hr1234,heromb,0,0,1
Aamunvalo Tiitus,Storbjörk,MAA,49848,utu:49848,as1234,aatist,0,0,1
Redon Yukio Fredi,Oravasaari,VAL,49851,utu:49851,ro1234,reyufr,0,0,1
Osman Meimi Anni,Lounatvuori,ESP,49853,utu:49853,ol1234,osmean,0,0,1
Fionn Ulrich,Jacobson,TOI,49856,utu:49856,fj1234,fiulja,0,0,1
Elmin Vili-Veikka,Paloniemi,MOL2,49866,utu:49866,ep1234,elvive,0,0,1
Jina Georgieva Deniza,Tawast,TEK,49876,utu:49876,jt1234,jigede,0,0,1
